Date (Switzerland),Price,Open,High,Low,Change %
2020-09-03,-0.488,-0.483,-0.459,-0.488,2.74%
2020-09-02,-0.475,-0.441,-0.437,-0.482,13.64%
2020-09-01,-0.418,-0.391,-0.391,-0.429,1.70%
2020-08-31,-0.411,-0.420,-0.397,-0.443,-1.67%
2020-08-28,-0.418,-0.394,-0.387,-0.424,1.95%
2020-08-27,-0.410,-0.434,-0.400,-0.472,-2.84%
2020-08-26,-0.422,-0.403,-0.403,-0.432,-0.47%
2020-08-25,-0.424,-0.454,-0.421,-0.477,-12.58%
2020-08-24,-0.485,-0.500,-0.485,-0.514,-3.39%
2020-08-21,-0.502,-0.500,-0.500,-0.523,7.04%
2020-08-20,-0.469,-0.477,-0.469,-0.501,-2.70%
2020-08-19,-0.482,-0.483,-0.479,-0.499,2.34%
2020-08-18,-0.471,-0.469,-0.456,-0.477,1.95%
2020-08-17,-0.462,-0.454,-0.454,-0.469,2.90%
2020-08-14,-0.449,-0.417,-0.417,-0.461,3.70%
2020-08-13,-0.433,-0.460,-0.412,-0.483,-3.13%
2020-08-12,-0.447,-0.480,-0.447,-0.487,-8.02%
2020-08-11,-0.486,-0.520,-0.485,-0.551,-9.50%
2020-08-10,-0.537,-0.507,-0.507,-0.566,4.47%
2020-08-07,-0.514,-0.491,-0.491,-0.544,1.18%
2020-08-06,-0.508,-0.464,-0.448,-0.544,-1.36%
2020-08-05,-0.515,-0.524,-0.509,-0.524,2.79%
2020-08-04,-0.501,-0.504,-0.495,-0.514,-6.00%
2020-08-03,-0.533,-0.543,-0.533,-0.543,-1.66%
2020-07-31,-0.542,-0.516,-0.516,-0.562,-1.28%
2020-07-30,-0.549,-0.534,-0.534,-0.560,7.23%
2020-07-29,-0.512,-0.542,-0.512,-0.543,-5.19%
2020-07-28,-0.540,-0.513,-0.513,-0.543,5.47%
2020-07-27,-0.512,-0.488,-0.488,-0.519,8.02%
2020-07-24,-0.474,-0.486,-0.472,-0.507,-3.46%
2020-07-23,-0.491,-0.489,-0.488,-0.500,5.82%
2020-07-22,-0.464,-0.444,-0.444,-0.500,2.88%
2020-07-21,-0.451,-0.422,-0.418,-0.451,12.19%
2020-07-20,-0.402,-0.432,-0.402,-0.458,-2.43%
2020-07-17,-0.412,-0.454,-0.412,-0.476,-9.85%
2020-07-16,-0.457,-0.450,-0.446,-0.476,5.30%
2020-07-15,-0.434,-0.424,-0.424,-0.461,1.17%
2020-07-14,-0.429,-0.406,-0.406,-0.438,4.13%
2020-07-13,-0.412,-0.463,-0.412,-0.480,-13.81%
2020-07-10,-0.478,-0.458,-0.458,-0.493,5.99%
2020-07-09,-0.451,-0.411,-0.411,-0.451,12.47%
2020-07-08,-0.401,-0.384,-0.371,-0.410,11.08%
2020-07-07,-0.361,-0.385,-0.361,-0.401,-4.75%
2020-07-06,-0.379,-0.374,-0.374,-0.394,-1.30%
2020-07-03,-0.384,-0.408,-0.384,-0.415,-5.88%
2020-07-02,-0.408,-0.391,-0.388,-0.422,3.03%
2020-07-01,-0.396,-0.431,-0.396,-0.431,-8.12%
2020-06-30,-0.431,-0.438,-0.431,-0.451,0.70%
2020-06-29,-0.428,-0.425,-0.425,-0.443,-0.70%
2020-06-26,-0.431,-0.428,-0.421,-0.447,0.70%
2020-06-25,-0.428,-0.397,-0.397,-0.442,12.63%
2020-06-24,-0.380,-0.368,-0.350,-0.381,3.26%
2020-06-23,-0.368,-0.409,-0.368,-0.409,-9.80%
2020-06-22,-0.408,-0.399,-0.398,-0.415,2.26%
2020-06-19,-0.399,-0.409,-0.390,-0.409,-3.62%
2020-06-18,-0.414,-0.385,-0.385,-0.426,2.73%
2020-06-17,-0.403,-0.379,-0.374,-0.423,-2.66%
2020-06-16,-0.414,-0.396,-0.390,-0.420,-0.96%
2020-06-15,-0.418,-0.464,-0.418,-0.489,-4.78%
2020-06-12,-0.439,-0.439,-0.432,-0.456,0.00%
2020-06-11,-0.439,-0.320,-0.320,-0.456,44.41%
2020-06-10,-0.304,-0.292,-0.270,-0.316,1.00%
2020-06-09,-0.301,-0.299,-0.294,-0.315,-0.66%
2020-06-08,-0.303,-0.263,-0.263,-0.309,3.77%
2020-06-05,-0.292,-0.315,-0.290,-0.327,-10.15%
2020-06-04,-0.325,-0.371,-0.325,-0.381,-12.16%
2020-06-03,-0.370,-0.421,-0.370,-0.421,-11.27%
2020-06-02,-0.417,-0.439,-0.400,-0.444,-10.13%
2020-05-29,-0.464,-0.439,-0.439,-0.468,3.80%
2020-05-28,-0.447,-0.447,-0.438,-0.461,-1.32%
2020-05-27,-0.453,-0.476,-0.416,-0.488,-3.62%
2020-05-26,-0.470,-0.472,-0.447,-0.475,-5.43%
2020-05-25,-0.497,-0.503,-0.495,-0.513,-0.60%
2020-05-22,-0.500,-0.520,-0.500,-0.525,-0.79%
2020-05-20,-0.504,-0.498,-0.498,-0.517,3.07%
2020-05-19,-0.489,-0.520,-0.489,-0.520,-5.78%
2020-05-18,-0.519,-0.526,-0.509,-0.559,-1.14%
2020-05-15,-0.525,-0.526,-0.524,-0.559,2.74%
2020-05-14,-0.511,-0.536,-0.508,-0.538,0.00%
2020-05-13,-0.511,-0.534,-0.511,-0.544,-3.77%
2020-05-12,-0.531,-0.495,-0.487,-0.534,0.95%
2020-05-11,-0.526,-0.512,-0.508,-0.539,0.00%
2020-05-08,-0.526,-0.546,-0.517,-0.546,-3.49%
2020-05-07,-0.545,-0.507,-0.498,-0.545,7.71%
2020-05-06,-0.506,-0.518,-0.487,-0.535,-6.30%
2020-05-05,-0.540,-0.504,-0.491,-0.551,6.93%
2020-05-04,-0.505,-0.532,-0.505,-0.532,-5.61%
2020-04-30,-0.535,-0.474,-0.468,-0.543,16.56%
2020-04-29,-0.459,-0.455,-0.455,-0.491,2.23%
2020-04-28,-0.449,-0.437,-0.425,-0.467,2.75%
2020-04-27,-0.437,-0.437,-0.424,-0.467,-1.80%
2020-04-24,-0.445,-0.421,-0.410,-0.448,11.53%
2020-04-23,-0.399,-0.362,-0.350,-0.411,3.91%
2020-04-22,-0.384,-0.441,-0.384,-0.444,-13.71%
2020-04-21,-0.445,-0.443,-0.426,-0.458,1.60%
2020-04-20,-0.438,-0.455,-0.438,-0.478,-4.16%
2020-04-17,-0.457,-0.423,-0.419,-0.465,5.54%
2020-04-16,-0.433,-0.392,-0.340,-0.441,3.59%
2020-04-15,-0.418,-0.353,-0.351,-0.418,21.51%
2020-04-14,-0.344,-0.302,-0.302,-0.344,13.91%
2020-04-09,-0.302,-0.246,-0.246,-0.315,4.86%
2020-04-08,-0.288,-0.264,-0.227,-0.289,15.66%
2020-04-07,-0.249,-0.317,-0.248,-0.317,-21.45%
2020-04-06,-0.317,-0.292,-0.285,-0.324,-5.65%
2020-04-03,-0.336,-0.344,-0.322,-0.349,-2.04%
2020-04-02,-0.343,-0.343,-0.343,-0.343,0.00%
2020-04-01,-0.343,-0.369,-0.330,-0.369,-2.00%
2020-03-31,-0.350,-0.362,-0.328,-0.362,-7.65%
2020-03-30,-0.379,-0.368,-0.368,-0.398,18.07%
2020-03-27,-0.321,-0.308,-0.291,-0.323,21.59%
2020-03-26,-0.264,-0.236,-0.230,-0.279,14.29%
2020-03-25,-0.231,-0.296,-0.222,-0.296,-19.79%
2020-03-24,-0.288,-0.354,-0.288,-0.354,-18.64%
2020-03-23,-0.354,-0.359,-0.347,-0.373,8.92%
2020-03-20,-0.325,-0.288,-0.285,-0.336,58.54%
2020-03-19,-0.205,-0.367,-0.205,-0.367,-36.73%
2020-03-18,-0.324,-0.346,-0.324,-0.376,-32.08%
2020-03-17,-0.477,-0.402,-0.402,-0.503,-4.02%
2020-03-13,-0.497,-0.675,-0.475,-0.675,-33.11%
2020-03-12,-0.743,-0.778,-0.725,-0.826,-6.31%
2020-03-11,-0.793,-0.813,-0.789,-0.828,-2.70%
2020-03-10,-0.815,-0.899,-0.815,-0.941,-20.87%
2020-03-09,-1.030,-0.898,-0.898,-1.107,13.19%
2020-03-06,-0.910,-0.937,-0.869,-0.954,2.59%
2020-03-05,-0.887,-0.828,-0.828,-0.940,1.49%
2020-03-04,-0.874,-0.801,-0.801,-0.892,-1.58%
2020-03-03,-0.888,-0.875,-0.835,-0.888,1.95%
2020-03-02,-0.871,-0.872,-0.860,-0.935,0.00%
2020-02-28,-0.871,-0.886,-0.866,-0.900,2.71%
2020-02-27,-0.848,-0.768,-0.768,-0.875,5.60%
2020-02-26,-0.803,-0.842,-0.803,-0.858,-3.95%
2020-02-25,-0.836,-0.822,-0.822,-0.853,0.48%
2020-02-24,-0.832,-0.799,-0.789,-0.853,6.26%
2020-02-21,-0.783,-0.772,-0.772,-0.810,1.56%
2020-02-20,-0.771,-0.751,-0.751,-0.782,2.39%
2020-02-19,-0.753,-0.734,-0.726,-0.763,2.03%
2020-02-18,-0.738,-0.745,-0.726,-0.774,-1.07%
2020-02-17,-0.746,-0.731,-0.731,-0.759,1.22%
2020-02-14,-0.737,-0.741,-0.733,-0.756,-1.60%
2020-02-13,-0.749,-0.742,-0.737,-0.778,3.17%
2020-02-12,-0.726,-0.632,-0.632,-0.732,-0.82%
2020-02-11,-0.732,-0.713,-0.713,-0.740,0.14%
2020-02-10,-0.731,-0.699,-0.699,-0.750,2.67%
2020-02-07,-0.712,-0.712,-0.712,-0.723,3.79%
2020-02-06,-0.686,-0.679,-0.679,-0.705,0.29%
2020-02-05,-0.684,-0.749,-0.684,-0.765,-8.56%
2020-02-04,-0.748,-0.749,-0.748,-0.768,0.00%
2020-02-03,-0.748,-0.781,-0.748,-0.781,0.00%
2020-01-31,-0.748,-0.748,-0.748,-0.784,0.00%
2020-01-30,-0.748,-0.761,-0.748,-0.771,0.67%
2020-01-29,-0.743,-0.666,-0.666,-0.759,0.00%
2020-01-28,-0.743,-0.740,-0.740,-0.803,-4.62%
2020-01-27,-0.779,-0.662,-0.661,-0.797,6.71%
2020-01-24,-0.730,-0.714,-0.696,-0.740,1.96%
2020-01-23,-0.716,-0.638,-0.638,-0.727,13.47%
2020-01-22,-0.631,-0.575,-0.575,-0.687,1.94%
2020-01-21,-0.619,-0.594,-0.591,-0.657,2.48%
2020-01-20,-0.604,-0.575,-0.575,-0.607,1.68%
2020-01-17,-0.594,-0.522,-0.522,-0.615,-1.49%
2020-01-16,-0.603,-0.575,-0.571,-0.607,5.24%
2020-01-15,-0.573,-0.522,-0.522,-0.588,7.50%
2020-01-14,-0.533,-0.440,-0.440,-0.542,6.39%
2020-01-13,-0.501,-0.529,-0.501,-0.534,-4.39%
2020-01-10,-0.524,-0.513,-0.513,-0.548,0.19%
2020-01-09,-0.523,-0.514,-0.513,-0.543,-2.43%
2020-01-08,-0.536,-0.526,-0.521,-0.586,-6.78%
2020-01-07,-0.575,-0.514,-0.514,-0.598,-0.86%
2020-01-06,-0.580,-0.575,-0.565,-0.602,3.20%
2020-01-03,-0.562,-0.512,-0.512,-0.574,19.07%
2019-12-30,-0.472,-0.518,-0.472,-0.518,-11.11%
2019-12-27,-0.531,-0.522,-0.519,-0.538,-0.19%
2019-12-23,-0.532,-0.452,-0.452,-0.537,3.50%
2019-12-20,-0.514,-0.531,-0.514,-0.553,-3.02%
2019-12-19,-0.530,-0.544,-0.523,-0.544,-2.93%
2019-12-18,-0.546,-0.496,-0.496,-0.594,-6.19%
2019-12-17,-0.582,-0.567,-0.567,-0.589,0.34%
2019-12-16,-0.580,-0.561,-0.561,-0.604,4.32%
2019-12-13,-0.556,-0.512,-0.512,-0.563,-0.54%
2019-12-12,-0.559,-0.597,-0.557,-0.618,-0.36%
2019-12-11,-0.561,-0.542,-0.542,-0.592,-0.71%
2019-12-10,-0.565,-0.526,-0.526,-0.594,-5.36%
2019-12-09,-0.597,-0.609,-0.594,-0.616,-0.67%
2019-12-06,-0.601,-0.626,-0.582,-0.634,1.86%
