Date (Germany),Price,Open,High,Low,Change %
2019-01-11,0.1830,0.1930,0.1990,0.1670,-7.11%
2019-01-10,0.1970,0.2010,0.2130,0.1850,-10.05%
2019-01-09,0.2190,0.2250,0.2470,0.2040,-3.10%
2019-01-08,0.2260,0.2210,0.2470,0.2180,2.26%
2019-01-07,0.2210,0.2150,0.2240,0.1900,7.28%
2019-01-04,0.2060,0.1630,0.2210,0.1590,35.53%
2019-01-03,0.1520,0.1520,0.1890,0.1460,-7.88%
2019-01-02,0.1650,0.2270,0.2310,0.1480,-31.82%
2019-01-01,0.2420,0.2420,0.2420,0.2420,-1.63%
2018-12-31,0.2460,0.2430,0.2460,0.2430,5.13%
2018-12-28,0.2340,0.2360,0.2500,0.2210,4.00%
2018-12-27,0.2250,0.2510,0.2510,0.2180,-10.00%
2018-12-26,0.2500,0.2500,0.2500,0.2500,0.81%
2018-12-25,0.2480,0.2500,0.2500,0.2480,-0.40%
2018-12-24,0.2490,0.2490,0.2490,0.2490,-0.40%
2018-12-21,0.2500,0.2530,0.2550,0.2360,7.76%
2018-12-20,0.2320,0.2240,0.2440,0.2030,-3.73%
2018-12-19,0.2410,0.2420,0.2540,0.2330,-0.82%
2018-12-18,0.2430,0.2460,0.2540,0.2290,-5.45%
2018-12-17,0.2570,0.2640,0.2710,0.2470,0.39%
2018-12-14,0.2560,0.2680,0.2720,0.2460,-10.18%
2018-12-13,0.2850,0.2790,0.2980,0.2550,2.89%
2018-12-12,0.2770,0.2420,0.2800,0.2290,18.88%
2018-12-11,0.2330,0.2550,0.2770,0.2240,-5.28%
2018-12-10,0.2460,0.2350,0.2670,0.2320,-1.99%
2018-12-07,0.2510,0.2480,0.2700,0.2350,6.36%
2018-12-06,0.2360,0.2520,0.2710,0.2240,-14.49%
2018-12-05,0.2760,0.2530,0.2780,0.2420,5.34%
2018-12-04,0.2620,0.2790,0.3010,0.2610,-14.10%
2018-12-03,0.3050,0.3380,0.3470,0.3040,-5.28%
2018-12-01,0.3220,0.3220,0.3220,0.3220,2.22%
2018-11-30,0.3150,0.3230,0.3290,0.3050,-1.87%
2018-11-29,0.3210,0.3450,0.3450,0.3160,-7.76%
2018-11-28,0.3480,0.3460,0.3580,0.3320,-0.85%
2018-11-27,0.3510,0.3470,0.3590,0.3300,-3.04%
2018-11-26,0.3620,0.3500,0.3710,0.3450,6.47%
2018-11-23,0.3400,0.3660,0.3800,0.3310,-8.11%
2018-11-22,0.3700,0.3700,0.3780,0.3530,-1.86%
2018-11-21,0.3770,0.3620,0.3810,0.3590,7.71%
2018-11-20,0.3500,0.3710,0.3770,0.3410,-5.91%
2018-11-19,0.3720,0.3700,0.3980,0.3680,1.36%
2018-11-16,0.3670,0.3690,0.3760,0.3600,1.94%
2018-11-15,0.3600,0.4020,0.4070,0.3480,-9.77%
2018-11-14,0.3990,0.3910,0.4150,0.3830,-2.68%
2018-11-13,0.4100,0.3980,0.4120,0.3820,2.50%
2018-11-12,0.4000,0.4140,0.4160,0.3780,-1.96%
2018-11-11,0.4080,0.4080,0.4080,0.4080,0.25%
2018-11-09,0.4070,0.4460,0.4470,0.4060,-11.33%
2018-11-08,0.4590,0.4590,0.4690,0.4450,2.68%
2018-11-07,0.4470,0.4260,0.4590,0.4170,3.47%
2018-11-06,0.4320,0.4280,0.4370,0.4050,1.65%
2018-11-05,0.4250,0.4350,0.4380,0.4120,-0.23%
2018-11-02,0.4260,0.3990,0.4400,0.3990,6.50%
2018-11-01,0.4000,0.3870,0.4220,0.3850,3.63%
2018-10-31,0.3860,0.3920,0.4030,0.3770,4.61%
2018-10-30,0.3690,0.3800,0.4070,0.3660,-3.15%
2018-10-29,0.3810,0.3570,0.3990,0.3470,6.72%
2018-10-26,0.3570,0.3800,0.3880,0.3390,-10.53%
2018-10-25,0.3990,0.3820,0.4150,0.3780,1.01%
2018-10-24,0.3950,0.4200,0.4230,0.3850,-3.66%
2018-10-23,0.4100,0.4310,0.4420,0.4020,-8.69%
2018-10-22,0.4490,0.4630,0.4820,0.4370,1.13%
2018-10-20,0.4440,0.4440,0.4440,0.4440,-3.27%
2018-10-19,0.4590,0.4170,0.4650,0.3890,10.87%
2018-10-18,0.4140,0.4760,0.4840,0.4120,-10.58%
2018-10-17,0.4630,0.4870,0.4890,0.4500,-5.70%
2018-10-16,0.4910,0.5060,0.5180,0.4820,-1.60%
2018-10-15,0.4990,0.4910,0.5100,0.4780,0.20%
2018-10-12,0.4980,0.5290,0.5450,0.4940,-4.41%
2018-10-11,0.5210,0.5020,0.5340,0.4910,-6.13%
2018-10-10,0.5550,0.5340,0.5810,0.5300,0.73%
2018-10-09,0.5510,0.5480,0.5710,0.5310,4.55%
2018-10-08,0.5270,0.5700,0.5760,0.5210,-8.67%
2018-10-05,0.5770,0.5350,0.5780,0.5300,8.87%
2018-10-04,0.5300,0.5510,0.5510,0.5040,11.34%
2018-10-03,0.4760,0.4570,0.4830,0.4330,12.53%
2018-10-02,0.4230,0.4720,0.4720,0.4090,-10.95%
2018-10-01,0.4750,0.4750,0.5080,0.4680,0.64%
2018-09-28,0.4720,0.4910,0.5050,0.4470,-10.44%
2018-09-27,0.5270,0.4920,0.5330,0.4780,0.57%
2018-09-26,0.5240,0.5390,0.5420,0.5230,-3.32%
2018-09-25,0.5420,0.5180,0.5500,0.5180,6.48%
2018-09-24,0.5090,0.4600,0.5140,0.4510,10.41%
2018-09-21,0.4610,0.4770,0.4850,0.4540,-2.33%
2018-09-20,0.4720,0.4800,0.5060,0.4720,-3.48%
2018-09-19,0.4890,0.4850,0.5020,0.4700,1.45%
2018-09-18,0.4820,0.4550,0.4850,0.4420,5.24%
2018-09-17,0.4580,0.4420,0.4730,0.4400,10.63%
2018-09-16,0.4140,0.4150,0.4160,0.4090,-6.97%
2018-09-14,0.4450,0.4240,0.4600,0.4210,4.95%
2018-09-13,0.4240,0.4090,0.4430,0.4020,3.67%
2018-09-12,0.4090,0.4300,0.4320,0.3980,-4.88%
2018-09-11,0.4300,0.4100,0.4410,0.4060,6.70%
2018-09-10,0.4030,0.3870,0.4170,0.3750,3.07%
2018-09-07,0.3910,0.3580,0.3960,0.3510,9.83%
2018-09-06,0.3560,0.3880,0.3910,0.3490,-6.81%
2018-09-05,0.3820,0.3560,0.4010,0.3450,6.11%
2018-09-04,0.3600,0.3390,0.3630,0.3330,6.82%
2018-09-03,0.3370,0.3410,0.3470,0.3140,1.81%
2018-08-31,0.3310,0.3570,0.3640,0.3280,-4.34%
2018-08-30,0.3460,0.4050,0.4120,0.3450,-14.78%
2018-08-29,0.4060,0.3820,0.4140,0.3730,6.56%
2018-08-28,0.3810,0.3730,0.3970,0.3590,0.79%
2018-08-27,0.3780,0.3380,0.3820,0.3240,8.00%
2018-08-25,0.3500,0.3500,0.3500,0.3500,1.74%
2018-08-24,0.3440,0.3470,0.3640,0.3380,0.88%
2018-08-23,0.3410,0.3390,0.3560,0.3370,-1.16%
2018-08-22,0.3450,0.3240,0.3570,0.3190,2.99%
2018-08-21,0.3350,0.3100,0.3350,0.3000,9.48%
2018-08-20,0.3060,0.3020,0.3200,0.2980,-1.92%
2018-08-18,0.3120,0.3120,0.3120,0.3120,1.96%
2018-08-17,0.3060,0.3120,0.3180,0.2870,-4.37%
2018-08-16,0.3200,0.3130,0.3220,0.3010,4.92%
2018-08-15,0.3050,0.3240,0.3390,0.2900,-7.01%
2018-08-14,0.3280,0.3230,0.3390,0.3160,4.79%
2018-08-13,0.3130,0.3180,0.3310,0.3010,-2.49%
2018-08-10,0.3210,0.3600,0.3600,0.3160,-14.85%
2018-08-09,0.3770,0.3980,0.4010,0.3720,-5.51%
2018-08-08,0.3990,0.4090,0.4190,0.3960,-2.68%
2018-08-07,0.4100,0.4000,0.4170,0.3870,4.59%
2018-08-06,0.3920,0.4140,0.4270,0.3860,-3.92%
2018-08-04,0.4080,0.4080,0.4080,0.4080,-0.49%
2018-08-03,0.4100,0.4520,0.4600,0.4060,-11.06%
2018-08-02,0.4610,0.4750,0.4820,0.4460,-3.56%
2018-08-01,0.4780,0.4550,0.4950,0.4550,7.42%
2018-07-31,0.4450,0.4170,0.4560,0.4090,-0.45%
2018-07-30,0.4470,0.4060,0.4610,0.3930,11.75%
2018-07-28,0.4000,0.4000,0.4000,0.4000,-1.23%
2018-07-27,0.4050,0.4130,0.4180,0.3970,-0.49%
2018-07-26,0.4070,0.4200,0.4240,0.3890,2.78%
2018-07-25,0.3960,0.3880,0.3980,0.3800,-0.50%
2018-07-24,0.3980,0.4050,0.4240,0.3890,-2.45%
2018-07-23,0.4080,0.3810,0.4100,0.3710,9.38%
2018-07-20,0.3730,0.3320,0.3770,0.3130,12.35%
2018-07-19,0.3320,0.3550,0.3610,0.3290,-3.21%
2018-07-18,0.3430,0.3540,0.3550,0.3240,-0.87%
2018-07-17,0.3460,0.3640,0.3700,0.3440,13.82%
2018-07-16,0.3040,0.2820,0.3160,0.2800,7.04%
2018-07-13,0.2840,0.3010,0.3020,0.2630,-4.05%
2018-07-12,0.2960,0.3150,0.3170,0.2890,-4.82%
2018-07-11,0.3110,0.3030,0.3190,0.2920,-2.51%
2018-07-10,0.3190,0.3120,0.3300,0.3060,5.63%
2018-07-09,0.3020,0.2970,0.3240,0.2950,2.03%
2018-07-06,0.2960,0.3110,0.3150,0.2810,-0.34%
2018-07-05,0.2970,0.3210,0.3430,0.2920,-2.94%
2018-07-04,0.3060,0.3000,0.3130,0.2860,4.44%
2018-07-03,0.2930,0.3160,0.3310,0.2890,-3.93%
2018-07-02,0.3050,0.3020,0.3150,0.2840,0.66%
2018-06-29,0.3030,0.3390,0.3540,0.3000,-5.02%
2018-06-28,0.3190,0.3160,0.3320,0.2990,-1.54%
2018-06-27,0.3240,0.3360,0.3410,0.3050,-5.26%
2018-06-26,0.3420,0.3340,0.3590,0.3170,4.59%
2018-06-25,0.3270,0.3190,0.3430,0.3040,-2.68%
2018-06-23,0.3360,0.3360,0.3360,0.3360,0.00%
2018-06-22,0.3360,0.3310,0.3560,0.3260,0.60%
2018-06-21,0.3340,0.3880,0.3880,0.3170,-11.41%
2018-06-20,0.3770,0.3840,0.3880,0.3620,1.07%
2018-06-19,0.3730,0.3890,0.3890,0.3500,-6.75%
2018-06-18,0.4000,0.3960,0.4090,0.3810,-0.50%
2018-06-16,0.4020,0.4020,0.4020,0.4020,-0.25%
2018-06-15,0.4030,0.4250,0.4280,0.3760,-6.50%
2018-06-14,0.4310,0.4810,0.5130,0.4230,-10.95%
2018-06-13,0.4840,0.4930,0.4970,0.4620,-1.22%
2018-06-12,0.4900,0.4950,0.5190,0.4860,-0.81%
2018-06-11,0.4940,0.4750,0.5080,0.4610,10.76%
2018-06-08,0.4460,0.4510,0.4620,0.3970,-6.69%
2018-06-07,0.4780,0.4830,0.5170,0.4780,3.02%
2018-06-06,0.4640,0.4010,0.4680,0.3860,19.90%
2018-06-05,0.3870,0.4180,0.4180,0.3610,-7.86%
2018-06-04,0.4200,0.3910,0.4240,0.3820,9.09%
2018-06-01,0.3850,0.3660,0.4100,0.3530,13.24%
2018-05-31,0.3400,0.3570,0.4120,0.3220,-8.11%
2018-05-30,0.3700,0.2900,0.3730,0.2820,43.97%
2018-05-29,0.2570,0.3430,0.3430,0.1920,-25.51%
2018-05-28,0.3450,0.4400,0.4610,0.3390,-15.02%
2018-05-25,0.4060,0.4740,0.4790,0.3860,-13.62%
2018-05-24,0.4700,0.5100,0.5330,0.4610,-7.11%
2018-05-23,0.5060,0.5470,0.5510,0.4960,-9.64%
2018-05-22,0.5600,0.5230,0.5730,0.5230,7.49%
2018-05-21,0.5210,0.5810,0.5810,0.5180,-8.60%
2018-05-20,0.5700,0.5700,0.5700,0.5700,-1.04%
2018-05-18,0.5760,0.6370,0.6390,0.5730,-9.58%
2018-05-17,0.6370,0.6360,0.6470,0.5980,5.12%
2018-05-16,0.6060,0.6350,0.6390,0.5890,-6.34%
2018-05-15,0.6470,0.6170,0.6500,0.6130,5.72%
2018-05-14,0.6120,0.5570,0.6190,0.5510,9.48%
2018-05-11,0.5590,0.5560,0.5690,0.5410,0.18%
2018-05-10,0.5580,0.5570,0.5650,0.5330,-0.36%
2018-05-09,0.5600,0.5670,0.5860,0.5580,-0.18%
2018-05-08,0.5610,0.5320,0.5650,0.5280,5.85%
2018-05-07,0.5300,0.5440,0.5440,0.5180,-2.75%
2018-05-04,0.5450,0.5380,0.5470,0.5220,2.06%
2018-05-03,0.5340,0.5780,0.5920,0.5250,-8.25%
2018-05-02,0.5820,0.5710,0.5900,0.5680,3.56%
2018-04-30,0.5620,0.5780,0.5930,0.5570,-1.40%
2018-04-27,0.5700,0.5920,0.5920,0.5640,-4.20%
2018-04-26,0.5950,0.6330,0.6360,0.5850,-6.00%
2018-04-25,0.6330,0.6280,0.6550,0.6250,0.64%
2018-04-24,0.6290,0.6260,0.6550,0.6100,-0.94%
2018-04-23,0.6350,0.6130,0.6390,0.6100,7.63%
2018-04-20,0.5900,0.5880,0.6130,0.5800,-1.34%
2018-04-19,0.5980,0.5380,0.6040,0.5380,12.41%
2018-04-18,0.5320,0.5130,0.5350,0.4960,4.93%
2018-04-17,0.5070,0.5270,0.5390,0.5060,-3.24%
2018-04-16,0.5240,0.5160,0.5510,0.5150,2.34%
2018-04-14,0.5120,0.5110,0.5120,0.5110,0.20%
2018-04-13,0.5110,0.5120,0.5370,0.5060,-0.78%
2018-04-12,0.5150,0.5020,0.5180,0.4930,2.79%
2018-04-11,0.5010,0.5150,0.5160,0.4830,-2.91%
2018-04-10,0.5160,0.5070,0.5290,0.4880,2.18%
2018-04-09,0.5050,0.5000,0.5120,0.4940,1.00%
2018-04-06,0.5000,0.5160,0.5200,0.4920,-4.94%
2018-04-05,0.5260,0.5100,0.5380,0.5080,4.78%
2018-04-04,0.5020,0.5090,0.5110,0.4790,0.00%
2018-04-03,0.5020,0.4800,0.5210,0.4790,1.62%
2018-03-30,0.4940,0.4970,0.4970,0.4940,0.20%
2018-03-29,0.4930,0.5050,0.5130,0.4900,-1.99%
2018-03-28,0.5030,0.4960,0.5060,0.4730,0.20%
2018-03-27,0.5020,0.5320,0.5390,0.5000,-3.83%
2018-03-26,0.5220,0.5310,0.5480,0.5200,-1.14%
2018-03-24,0.5280,0.5250,0.5280,0.5250,0.57%
2018-03-23,0.5250,0.5250,0.5500,0.5170,-0.76%
2018-03-22,0.5290,0.5790,0.5820,0.5160,-10.64%
2018-03-21,0.5920,0.5870,0.6040,0.5800,1.37%
2018-03-20,0.5840,0.5770,0.5920,0.5740,2.64%
2018-03-19,0.5690,0.5710,0.6070,0.5630,-0.35%
2018-03-16,0.5710,0.5670,0.5850,0.5590,-0.52%
2018-03-15,0.5740,0.5940,0.5970,0.5660,-3.04%
2018-03-14,0.5920,0.6100,0.6300,0.5830,-4.52%
2018-03-13,0.6200,0.6290,0.6400,0.6080,-2.36%
2018-03-12,0.6350,0.6550,0.6570,0.6230,-1.40%
2018-03-09,0.6440,0.6370,0.6600,0.6310,2.22%
2018-03-08,0.6300,0.6670,0.7030,0.6260,-3.67%
2018-03-07,0.6540,0.6610,0.6760,0.6470,-3.25%
2018-03-06,0.6760,0.6620,0.7020,0.6400,4.64%
2018-03-05,0.6460,0.6180,0.6460,0.5960,-0.15%
2018-03-02,0.6470,0.6300,0.6530,0.6060,0.78%
2018-03-01,0.6420,0.6550,0.6580,0.6210,-1.83%
2018-02-28,0.6540,0.6770,0.6890,0.6540,-3.40%
2018-02-27,0.6770,0.6630,0.6850,0.6530,3.68%
2018-02-26,0.6530,0.6440,0.6710,0.6390,-0.15%
2018-02-23,0.6540,0.7070,0.7070,0.6510,-7.63%
2018-02-22,0.7080,0.7490,0.7500,0.6980,-2.07%
2018-02-21,0.7230,0.7290,0.7290,0.6970,-1.90%
2018-02-20,0.7370,0.7470,0.7640,0.7160,0.41%
2018-02-19,0.7340,0.7210,0.7430,0.7160,3.82%
2018-02-18,0.7070,0.7070,0.7070,0.7070,0.00%
2018-02-16,0.7070,0.7740,0.7790,0.6990,-7.58%
2018-02-15,0.7650,0.7720,0.7960,0.7510,0.66%
2018-02-14,0.7600,0.7380,0.7740,0.7240,1.33%
2018-02-13,0.7500,0.7510,0.7570,0.7180,-1.06%
2018-02-12,0.7580,0.7510,0.7860,0.7380,1.47%
2018-02-09,0.7470,0.7530,0.7760,0.7230,-1.97%
2018-02-08,0.7620,0.7580,0.8080,0.7380,2.42%
2018-02-07,0.7440,0.7070,0.7480,0.6860,7.20%
2018-02-06,0.6940,0.7040,0.7170,0.6640,-5.58%
2018-02-05,0.7350,0.7710,0.7740,0.7200,-4.30%
2018-02-02,0.7680,0.7360,0.7710,0.7240,6.52%
2018-02-01,0.7210,0.7060,0.7380,0.6930,3.44%
2018-01-31,0.6970,0.6820,0.6990,0.6560,1.75%
2018-01-30,0.6850,0.6980,0.7000,0.6680,-0.87%
2018-01-29,0.6910,0.6540,0.7070,0.6390,9.34%
2018-01-27,0.6320,0.6270,0.6320,0.6270,0.96%
2018-01-26,0.6260,0.6080,0.6340,0.5930,2.79%
2018-01-25,0.6090,0.5740,0.6400,0.5700,4.10%
2018-01-24,0.5850,0.5650,0.5960,0.5650,4.46%
2018-01-23,0.5600,0.5690,0.5690,0.5390,-1.23%
2018-01-22,0.5670,0.5770,0.5910,0.5610,-0.18%
2018-01-19,0.5680,0.5880,0.5960,0.5590,-0.53%
2018-01-18,0.5710,0.5750,0.5950,0.5670,1.60%
2018-01-17,0.5620,0.5590,0.5650,0.5470,0.54%
2018-01-16,0.5590,0.5850,0.5860,0.5450,-4.77%
2018-01-15,0.5870,0.5800,0.5940,0.5630,13.98%
2018-01-12,0.5150,0.5260,0.5430,0.5070,-0.58%
2018-01-11,0.5180,0.4600,0.5330,0.4470,9.51%
2018-01-10,0.4730,0.4730,0.4860,0.4590,1.50%
2018-01-09,0.4660,0.4400,0.4660,0.4140,7.37%
2018-01-08,0.4340,0.4370,0.4570,0.4090,-1.36%
2018-01-05,0.4400,0.4360,0.4470,0.4230,1.62%
2018-01-04,0.4330,0.4530,0.4630,0.4320,-1.37%
2018-01-03,0.4390,0.4640,0.4700,0.4260,-5.39%
2018-01-02,0.4640,0.4320,0.4670,0.4240,8.92%
2018-01-01,0.4260,0.4240,0.4270,0.4240,-0.23%
2017-12-29,0.4270,0.4260,0.4420,0.4160,0.95%
2017-12-28,0.4230,0.3900,0.4260,0.3790,11.32%
2017-12-27,0.3800,0.4210,0.4240,0.3770,-9.95%
2017-12-26,0.4220,0.4210,0.4220,0.4210,0.00%
2017-12-25,0.4220,0.4210,0.4220,0.4180,0.00%
2017-12-22,0.4220,0.4120,0.4270,0.4080,1.20%
2017-12-21,0.4170,0.4180,0.4320,0.4030,3.22%
2017-12-20,0.4040,0.3860,0.4260,0.3590,6.32%
2017-12-19,0.3800,0.3110,0.3840,0.2990,23.38%
2017-12-18,0.3080,0.3030,0.3150,0.2940,2.33%
2017-12-16,0.3010,0.3010,0.3010,0.3010,-0.33%
2017-12-15,0.3020,0.3060,0.3100,0.2870,-2.89%
2017-12-14,0.3110,0.3140,0.3390,0.3030,-0.96%
2017-12-13,0.3140,0.3170,0.3400,0.3010,-1.26%
2017-12-12,0.3180,0.2940,0.3200,0.2890,8.53%
2017-12-11,0.2930,0.3060,0.3120,0.2760,-5.18%
2017-12-08,0.3090,0.3120,0.3270,0.2950,4.75%
2017-12-07,0.2950,0.3090,0.3200,0.2890,-0.34%
2017-12-06,0.2960,0.3090,0.3190,0.2880,-6.62%
2017-12-05,0.3170,0.3400,0.3520,0.3170,-7.85%
2017-12-04,0.3440,0.3380,0.3470,0.3260,12.05%
2017-12-01,0.3070,0.3790,0.3810,0.2860,-16.35%
2017-11-30,0.3670,0.3840,0.4150,0.3620,-5.17%
2017-11-29,0.3870,0.3500,0.3970,0.3450,13.82%
2017-11-28,0.3400,0.3400,0.3490,0.3290,-0.87%
2017-11-27,0.3430,0.3660,0.3700,0.3350,-5.25%
2017-11-25,0.3620,0.3610,0.3620,0.3610,0.28%
2017-11-24,0.3610,0.3570,0.3810,0.3510,4.03%
2017-11-23,0.3470,0.3510,0.3650,0.3460,-0.86%
2017-11-22,0.3500,0.3400,0.3830,0.3360,-0.57%
2017-11-21,0.3520,0.3660,0.3680,0.3350,-2.76%
2017-11-20,0.3620,0.3530,0.3720,0.3460,0.00%
2017-11-17,0.3620,0.3750,0.3910,0.3590,-3.47%
2017-11-16,0.3750,0.3750,0.3980,0.3660,-0.27%
2017-11-15,0.3760,0.3830,0.3890,0.3490,-5.53%
2017-11-14,0.3980,0.4170,0.4310,0.3920,-4.78%
2017-11-13,0.4180,0.4050,0.4210,0.3840,1.95%
2017-11-10,0.4100,0.3990,0.4140,0.3850,9.63%
2017-11-09,0.3740,0.3330,0.3910,0.3250,13.68%
2017-11-08,0.3290,0.3330,0.3380,0.3080,-0.30%
2017-11-07,0.3300,0.3480,0.3570,0.3260,-2.08%
2017-11-06,0.3370,0.3600,0.3650,0.3310,-7.42%
2017-11-03,0.3640,0.3700,0.3750,0.3530,-1.89%
2017-11-02,0.3710,0.3780,0.4000,0.3670,0.27%
2017-11-01,0.3700,0.3720,0.3900,0.3610,1.65%
2017-10-31,0.3640,0.3630,0.3860,0.3590,-1.09%
2017-10-30,0.3680,0.3860,0.3990,0.3630,-5.88%
2017-10-29,0.3910,0.3910,0.3910,0.3910,1.82%
2017-10-27,0.3840,0.4300,0.4400,0.3820,-7.91%
2017-10-26,0.4170,0.4750,0.4890,0.4150,-13.31%
2017-10-25,0.4810,0.4790,0.5020,0.4610,0.63%
2017-10-24,0.4780,0.4350,0.4850,0.4320,10.14%
2017-10-23,0.4340,0.4460,0.4490,0.4270,-3.34%
2017-10-22,0.4490,0.4490,0.4490,0.4490,0.00%
2017-10-21,0.4490,0.4500,0.4500,0.4490,-1.32%
2017-10-20,0.4550,0.4010,0.4610,0.4010,14.90%
2017-10-19,0.3960,0.4020,0.4110,0.3720,-2.46%
2017-10-18,0.4060,0.3660,0.4060,0.3560,10.63%
2017-10-17,0.3670,0.3790,0.3870,0.3560,-0.81%
2017-10-16,0.3700,0.4050,0.4170,0.3690,-8.64%
2017-10-13,0.4050,0.4490,0.4490,0.4010,-9.19%
2017-10-12,0.4460,0.4600,0.4670,0.4380,-4.29%
2017-10-11,0.4660,0.4560,0.4700,0.4480,5.43%
2017-10-10,0.4420,0.4510,0.4670,0.4320,-0.45%
2017-10-09,0.4440,0.4680,0.4700,0.4420,-3.48%
2017-10-06,0.4600,0.4480,0.5050,0.4470,0.44%
2017-10-05,0.4580,0.4570,0.4700,0.4200,1.10%
2017-10-04,0.4530,0.4470,0.4570,0.4100,-2.16%
2017-10-03,0.4630,0.4620,0.4950,0.4510,2.21%
2017-10-02,0.4530,0.4710,0.4930,0.4410,-2.37%
